folder,file,mode,w,h,opaque_frac,L_mean,L_std,S_mean,temp_RmB,pink_bias,edge_density,oxford_blue_070F34,zaffre_0313A6,dark_violet_9201CB,hollywood_cerise_F715AB,fluor_cyan_34EDF3,dom1,dom2,dom3
backgroundz_originals,traits/backgroundz_originals/Ayotollah.png,RGBA,1393,1393,1.0,61.69,56.35,0.4118,33.99,1.52,14.06,0.4764,0.0,0.0,0.0,0.0,#130E0B,#3A2B21,#6A4F3E
backgroundz_originals,traits/backgroundz_originals/Baked.png,RGBA,1343,1343,1.0,97.25,44.26,0.386,40.48,-0.68,17.68,0.1029,0.0,0.0,0.0,0.0,#533F2A,#9D8870,#76624D
backgroundz_originals,traits/backgroundz_originals/Ben_dot_Eth.png,RGBA,1393,1393,1.0,51.37,46.5,0.5405,-8.84,-2.36,15.49,0.6204,0.0,0.0,0.0,0.0,#0B151C,#21445C,#4E3D2C
backgroundz_originals,traits/backgroundz_originals/Blue_Fur.png,RGBA,1393,1393,1.0,50.36,21.48,0.6209,-56.73,10.17,8.27,0.5117,0.0,0.0,0.0,0.0,#213560,#192744,#2B4579
backgroundz_originals,traits/backgroundz_originals/Bubble_Trouble.png,RGB,1254,1254,1.0,27.73,28.33,0.9298,-14.63,65.79,6.74,0.5184,0.031,0.0513,0.0386,0.0,#0E0120,#3E044E,#A60880
backgroundz_originals,traits/backgroundz_originals/Candy_Land.png,RGBA,1393,1393,1.0,116.54,57.35,0.4359,31.02,-6.98,12.74,0.104,0.0,0.0,0.0,0.0,#6E5027,#C6CBC7,#6E8A9F
backgroundz_originals,traits/backgroundz_originals/Candy_Tundra.png,RGBA,1343,1343,1.0,126.51,43.8,0.4182,-50.42,6.49,18.61,0.0271,0.0001,0.0,0.0,0.0002,#5F668D,#21506F,#9B8AAE
backgroundz_originals,traits/backgroundz_originals/Celestial.png,RGBA,1393,1393,1.0,144.35,34.39,0.3191,-47.64,37.1,9.17,0.0,0.0,0.0,0.0,0.0,#7266A8,#8B7FC0,#AEA0DD
backgroundz_originals,traits/backgroundz_originals/Cereal_Killer.png,RGBA,1393,1393,1.0,107.4,42.25,0.5877,-51.55,14.72,7.24,0.0289,0.0053,0.0,0.0,0.0107,#1F497D,#3B80BC,#7D4862
backgroundz_originals,traits/backgroundz_originals/Choco_Falls.png,RGBA,1343,1343,1.0,83.31,46.02,0.3587,25.07,3.55,17.77,0.1872,0.0,0.0,0.0,0.0,#827269,#655247,#483126
backgroundz_originals,traits/backgroundz_originals/Coder_Chick.jpg,RGB,1024,1024,1.0,137.89,51.74,0.1504,20.89,4.65,7.39,0.0095,0.0,0.0,0.0,0.0,#594E53,#7F706C,#A6938A
backgroundz_originals,traits/backgroundz_originals/Cookboy.png,RGBA,1393,1393,1.0,13.25,23.7,0.772,-12.54,2.48,7.07,0.9371,0.0,0.0,0.0,0.0,#010208,#0C1320,#232F40
backgroundz_originals,traits/backgroundz_originals/Crumble_Trail.png,RGBA,1393,1393,1.0,47.29,40.68,0.5814,30.85,2.69,6.94,0.5364,0.0,0.0,0.0,0.0,#130A06,#311F15,#543B2A
backgroundz_originals,traits/backgroundz_originals/Drained_The_Swamp.png,RGBA,1393,1393,1.0,68.63,37.91,0.1419,5.43,-0.38,5.22,0.3665,0.0,0.0,0.0,0.0,#494541,#2C2A26,#656260
backgroundz_originals,traits/backgroundz_originals/Druski.png,RGBA,1393,1393,1.0,61.05,41.04,0.1774,6.56,2.75,7.53,0.484,0.0,0.0,0.0,0.0,#171315,#352F2F,#6F6865
backgroundz_originals,traits/backgroundz_originals/Flavor_Explosion.png,RGBA,1393,1393,1.0,101.85,50.94,0.3365,41.35,3.01,14.81,0.1685,0.0,0.0,0.0,0.0,#30241E,#56473E,#846750
backgroundz_originals,traits/backgroundz_originals/Goo_Lagoon.png,RGB,1254,1254,1.0,74.69,52.16,0.7839,31.81,-46.67,12.6,0.3379,0.0,0.0,0.0,0.0,#092006,#274F11,#547B1D
backgroundz_originals,traits/backgroundz_originals/Gummy_Bears.png,RGBA,1393,1393,1.0,44.23,36.37,0.8644,-21.25,43.11,8.7,0.3893,0.0006,0.0084,0.0096,0.0015,#280634,#73105E,#0D405D
backgroundz_originals,traits/backgroundz_originals/He_Needs_Some_Milk.png,RGBA,1343,1343,1.0,110.94,58.74,0.131,7.45,-0.36,23.53,0.1862,0.0,0.0,0.0,0.0,#7F7B77,#55524E,#1C1C1C
backgroundz_originals,traits/backgroundz_originals/Im_Not_Sorry.png,RGBA,1343,1343,1.0,96.33,32.06,0.2909,31.57,10.95,17.55,0.0318,0.0,0.0,0.0,0.0,#7A615C,#604944,#9A7973
backgroundz_originals,traits/backgroundz_originals/Liberty_Cook_Dime.png,RGBA,1393,1393,0.9388,133.99,77.02,0.0,0.0,0.0,15.43,0.2347,0.0,0.0,0.0,0.0,#B3B3B3,#DBDBDB,#101010
backgroundz_originals,traits/backgroundz_originals/M&Ms.png,RGBA,1393,1393,1.0,40.72,41.75,0.8716,-29.26,35.32,6.51,0.4852,0.0038,0.0118,0.0177,0.0007,#0B0824,#461164,#056E98
backgroundz_originals,traits/backgroundz_originals/NFTs_Arent_Dead.png,RGBA,1254,1254,1.0,43.37,43.99,0.5264,-29.91,4.67,13.41,0.7383,0.001,0.0,0.0,0.0,#171E2D,#040710,#2D4062
backgroundz_originals,traits/backgroundz_originals/NFTs_Arent_Dead_2.png,RGB,1254,1254,1.0,38.4,43.3,0.5802,-29.21,4.59,12.37,0.7718,0.0021,0.0,0.0,0.0,#060911,#141D2E,#2C3F62
backgroundz_originals,traits/backgroundz_originals/Nabisco.png,RGB,1254,1254,1.0,19.82,25.26,0.3906,6.82,0.3,5.83,0.9022,0.0,0.0,0.0,0.0,#060503,#17120F,#2F2721
backgroundz_originals,traits/backgroundz_originals/Tampa_Bay_Pete.png,RGB,1254,1254,1.0,62.44,53.95,0.1877,-4.73,1.03,11.99,0.5314,0.0,0.0,0.0,0.0,#0B0C10,#2C2E32,#535458
backgroundz_originals,traits/backgroundz_originals/Pink_Abyss.png,RGBA,1343,1343,1.0,76.8,42.43,0.4834,41.1,31.66,17.7,0.1385,0.0,0.0,0.0,0.0,#7E4B56,#5D2933,#310F14
backgroundz_originals,traits/backgroundz_originals/Pixie_Stix.png,RGBA,1393,1393,1.0,61.12,46.84,0.6889,-11.3,36.99,11.59,0.3418,0.0009,0.0035,0.0263,0.0005,#1A0E27,#582553,#AE307E
backgroundz_originals,traits/backgroundz_originals/Psychedelics.png,RGBA,1393,1393,1.0,68.4,55.66,0.2447,13.13,1.77,9.04,0.4743,0.0,0.0,0.0,0.0,#332D2B,#121011,#65564B
backgroundz_originals,traits/backgroundz_originals/Smuckers_Blue.png,RGBA,1393,1393,1.0,41.11,45.14,0.8452,-62.13,10.69,6.29,0.7077,0.0003,0.0,0.0,0.0,#010A2E,#031E4F,#1D4372
backgroundz_originals,traits/backgroundz_originals/Smuckers_Red.png,RGBA,1393,1393,1.0,52.07,51.32,0.8515,-29.41,33.8,6.05,0.5382,0.0001,0.0,0.0147,0.0,#070C34,#032D61,#AD256B
backgroundz_originals,traits/backgroundz_originals/Sugar.png,RGBA,1393,1393,1.0,150.68,90.74,0.4133,-19.22,-2.2,9.86,0.1537,0.0002,0.0,0.0,0.0,#F3F1EE,#163C62,#674504
backgroundz_originals,traits/backgroundz_originals/Sweet_Castle.png,RGBA,1393,1393,1.0,51.72,37.62,0.4375,-20.46,1.53,6.31,0.6495,0.0,0.0,0.0,0.0,#1E2A38,#090E18,#3B4653
backgroundz_originals,traits/backgroundz_originals/Sweet_Castle_2.png,RGBA,1393,1393,1.0,118.07,48.48,0.5442,-84.04,29.47,8.39,0.0649,0.0508,0.0001,0.0,0.0004,#828EDC,#2D65BF,#17306C
backgroundz_originals,traits/backgroundz_originals/Sweet_Shop.png,RGBA,1343,1343,1.0,108.95,48.91,0.4124,50.51,12.95,19.45,0.0299,0.0,0.0,0.0,0.0,#734A3B,#976F61,#BE9288
backgroundz_originals,traits/backgroundz_originals/Sweetardio.png,RGBA,1393,1393,1.0,109.78,43.54,0.3189,43.54,4.86,16.67,0.0665,0.0,0.0,0.0,0.0,#67564C,#857973,#3C2E24
backgroundz_originals,traits/backgroundz_originals/The_Set.png,RGBA,1393,1393,1.0,62.15,48.42,0.4334,30.47,0.71,8.73,0.4634,0.0,0.0,0.0,0.0,#140F0A,#715945,#97765B
backgroundz_originals,traits/backgroundz_originals/Toasted.png,RGBA,1393,1393,1.0,94.77,66.27,0.62,6.54,27.41,11.83,0.262,0.0429,0.0,0.0,0.0,#0E1A4D,#EEB89D,#66335F
backgroundz_originals,traits/backgroundz_originals/Tootsie_Blue.png,RGBA,1393,1393,1.0,28.64,24.01,0.7674,-41.38,10.91,9.0,0.82,0.0,0.0,0.0,0.0,#030A24,#091432,#182342
backgroundz_originals,traits/backgroundz_originals/Tootsie_Cerise.png,RGBA,1393,1393,1.0,26.51,16.48,0.5054,11.99,26.89,6.87,0.7609,0.0,0.0,0.0087,0.0,#100E15,#201D2D,#940D43
backgroundz_originals,traits/backgroundz_originals/UAP_Taskforce.png,RGB,1254,1254,1.0,49.32,48.87,0.3508,3.58,2.31,12.12,0.6483,0.0,0.0,0.0,0.0,#090A0F,#252327,#554B45
backgroundz_originals,traits/backgroundz_originals/Whitehouse_Lawn.png,RGBA,1393,1393,1.0,57.39,44.27,0.2063,-0.13,0.95,8.52,0.5675,0.0,0.0,0.0,0.0,#111214,#2D2C2F,#515052
backgroundz_originals,traits/backgroundz_originals/Whitehouse_Lawn_Overlay.png,RGBA,1393,1393,0.0149,98.13,54.34,0.5162,50.19,5.54,34.24,0.0628,0.0,0.0,0.0,0.0,#724927,#A67E5E,#47495A
backgroundz_originals,traits/backgroundz_originals/Why_So_Cereal.png,RGBA,1393,1393,1.0,60.81,51.52,0.7391,-57.87,6.08,18.01,0.4821,0.0321,0.0,0.0,0.0,#081127,#123A6C,#4572A8
backgroundz_originals,traits/backgroundz_originals/Winning.png,RGB,1254,1254,1.0,70.94,59.35,0.4136,25.17,-2.82,14.13,0.418,0.0,0.0,0.0,0.0,#110D07,#3A3122,#5E584C
backgroundz_originals,traits/backgroundz_originals/soft_serve.png,RGBA,1393,1393,1.0,63.48,67.64,0.2742,8.11,2.22,6.14,0.5946,0.0,0.0,0.0,0.0,#0D0E0F,#3E2E2B,#6F5F5C
characterz,traits/characterz/Twinkie.png,RGBA,1393,1393,0.1805,166.79,33.43,0.8118,186.44,-20.94,7.14,0.0008,0.0,0.0,0.0,0.0,#FBBA3E,#F4A41A,#D17E15
characterz,traits/characterz/after_skinz_brownie_bite.png,RGBA,1393,1393,0.1939,54.18,35.63,0.647,46.74,9.52,13.98,0.2813,0.0,0.0,0.0,0.0,#432113,#1E0C06,#633A28
characterz,traits/characterz/after_skinz_chocolate_chip_cookie.png,RGBA,1393,1393,0.1629,82.06,47.74,0.7093,82.86,5.04,11.86,0.1329,0.0,0.0,0.0,0.0,#58260D,#85471B,#A86C34
characterz,traits/characterz/after_skinz_chocolate_doughnut.png,RGBA,1393,1393,0.2057,54.84,45.94,0.7093,48.57,10.33,6.54,0.1947,0.0,0.0,0.0,0.0,#2B0E03,#4F2413,#6D4635
characterz,traits/characterz/after_skinz_chocolate_sandwich_cookie.png,RGBA,1393,1393,0.1991,44.16,48.76,0.2787,9.76,2.97,12.3,0.7109,0.0,0.0,0.0,0.0,#130D0D,#332927,#5C4E4A
characterz,traits/characterz/after_skinz_ding_dong.png,RGBA,1393,1393,0.1477,54.59,56.99,0.5192,24.07,3.44,6.54,0.6436,0.0,0.0,0.0,0.0,#22130B,#38251C,#59483F
characterz,traits/characterz/after_skinz_glazed_doughnut.png,RGBA,1393,1393,0.2126,127.91,38.86,0.7649,143.09,3.46,6.56,0.0022,0.0,0.0,0.0,0.0,#B66116,#CF7D2F,#88440F
characterz,traits/characterz/after_skinz_gold_waffle.png,RGBA,1393,1393,0.2231,141.3,54.48,0.8376,155.75,-20.53,16.88,0.0008,0.0,0.0,0.0,0.0,#D79012,#EFBA3E,#AA6307
characterz,traits/characterz/after_skinz_marshmallow.png,RGBA,1393,1393,0.1897,206.44,34.67,0.1572,33.83,1.63,2.91,0.0,0.0,0.0,0.0,0.0,#EDE6E0,#C8BDB1,#DC7628
characterz,traits/characterz/after_skinz_oatmeal_cream_pie.png,RGBA,1393,1393,0.1814,68.98,58.42,0.8308,77.86,5.78,15.51,0.1463,0.0,0.0,0.0,0.0,#2E1202,#68320E,#AA6229
characterz,traits/characterz/after_skinz_rice_crispy_treat.png,RGBA,1393,1393,0.2257,151.09,45.04,0.6113,111.58,-10.05,17.32,0.0,0.0,0.0,0.0,0.0,#BF8C44,#DBAF6A,#9F6926
characterz,traits/characterz/after_skinz_smores.png,RGBA,1393,1393,0.2479,115.91,46.53,0.8373,145.04,-0.92,14.2,0.0219,0.0,0.0,0.0,0.0,#BE6A17,#DD8D2E,#8E470D
characterz,traits/characterz/after_skinz_sugar_doughnut.png,RGBA,1393,1393,0.2097,139.25,40.71,0.6671,129.69,7.93,14.02,0.0,0.0,0.0,0.0,0.0,#E29C60,#9A4812,#D07122
characterz,traits/characterz/after_skinz_waffle.png,RGBA,1393,1393,0.2147,103.05,56.24,0.8671,139.0,6.57,13.49,0.0415,0.0,0.0,0.0,0.0,#C16111,#E68F32,#843606
characterz,traits/characterz/before_skinz_chocolate_frosted_poptart.png,RGBA,1393,1393,0.2516,66.14,65.64,0.779,60.88,7.79,15.99,0.1561,0.0,0.0,0.0,0.0,#321304,#6D3817,#AF7043
characterz,traits/characterz/before_skinz_cyan_frosted_poptart.png,RGBA,1393,1393,0.2463,166.66,42.32,0.473,-40.22,-22.05,9.11,0.0,0.0,0.0,0.0,0.0,#70C2D2,#4C8A93,#D3E2E9
characterz,traits/characterz/before_skinz_cyan_gummy_bear.png,RGBA,1393,1393,0.2283,168.53,35.25,0.8727,-185.18,-81.07,9.36,0.0005,0.0,0.0,0.0,0.4359,#0DE0EC,#04BCC9,#028F9C
characterz,traits/characterz/before_skinz_cyan_sherbert_ice_cream.png,RGBA,1393,1393,0.3089,141.15,58.84,0.8931,-94.88,-62.09,12.84,0.0246,0.0,0.0,0.0,0.368,#0DEAED,#542C08,#049899
characterz,traits/characterz/before_skinz_mint_chocolate_chip_ice_cream.png,RGBA,1393,1393,0.2988,143.58,60.12,0.4344,44.48,-20.36,12.07,0.0133,0.0,0.0,0.0,0.0,#A3B88D,#CEDFC3,#738553
characterz,traits/characterz/before_skinz_neopolitan_ice_cream.png,RGBA,1393,1393,0.2974,116.7,67.06,0.5786,73.22,9.76,13.85,0.0278,0.0,0.0,0.0,0.0,#431E08,#EDCEBF,#77411C
characterz,traits/characterz/before_skinz_og_gummy_bear.png,RGBA,1393,1393,0.2333,98.95,43.2,0.6283,-23.59,46.71,11.5,0.0272,0.0248,0.0,0.0414,0.0081,#BA3276,#2880AD,#765092
characterz,traits/characterz/before_skinz_og_poptart.png,RGBA,1393,1393,0.2465,179.0,38.78,0.5411,118.69,-4.57,8.8,0.0037,0.0,0.0,0.0,0.0,#E6A960,#F4C283,#C57C31
characterz,traits/characterz/before_skinz_pink_gummy_bear.png,RGBA,1393,1393,0.2222,73.53,41.98,0.8762,103.59,129.17,11.29,0.0001,0.0,0.0,0.216,0.0,#D6065C,#A1033B,#EF2182
characterz,traits/characterz/before_skinz_pink_sherbert_ice_cream.png,RGBA,1393,1393,0.3064,109.96,42.4,0.7061,113.84,53.28,13.27,0.0001,0.0,0.0,0.0,0.0,#ED718C,#D13A54,#742C06
characterz,traits/characterz/before_skinz_purple_gummy_bear.png,RGBA,1393,1393,0.2275,60.9,44.56,0.8881,-66.56,139.01,13.11,0.0023,0.0001,0.5331,0.0,0.0,#7306C1,#500390,#9E10EA
characterz,traits/characterz/before_skinz_rainbow_sherbert_ice_cream.png,RGBA,1393,1393,0.3074,105.98,43.61,0.7519,36.59,54.09,12.08,0.0052,0.0007,0.0229,0.1003,0.0466,#92400B,#E13A81,#7C42B9
characterz,traits/characterz/before_skinz_rocky_road_ice_cream.png,RGBA,1393,1393,0.3011,83.27,54.25,0.7499,87.11,9.51,17.17,0.0608,0.0,0.0,0.0,0.0,#743712,#3C1707,#AA612A
characterz,traits/characterz/before_skinz_sugar_cube.png,RGBA,1393,1393,0.1711,184.28,34.86,0.0981,17.38,-0.55,8.7,0.0073,0.0,0.0,0.0,0.0,#C7BFB6,#E4DFDA,#AEA498
characterz,traits/characterz/before_skinz_vanilla_ice_cream.png,RGBA,1393,1393,0.2527,159.43,68.9,0.5206,83.96,-4.25,11.51,0.0018,0.0,0.0,0.0,0.0,#F5E9D1,#DFC79B,#C09351
characterz,traits/characterz/before_skinz_zaffre_sherbert_ice_cream.png,RGBA,1393,1393,0.2715,77.15,38.9,0.7861,21.48,61.8,13.15,0.0493,0.0,0.1164,0.0,0.0,#8030AB,#692903,#481269
characterz,traits/characterz/before_skinz_zebra_cake.png,RGBA,1393,1393,0.2255,172.15,77.76,0.3474,46.52,3.57,12.35,0.0,0.0,0.0,0.0,0.0,#F2E7DB,#551F05,#D5BDA5
characterz,traits/characterz/layer-after_skinz_churro (1) (1).png,RGBA,1393,1393,0.243,111.39,43.58,0.8111,140.85,8.6,17.93,0.0133,0.0,0.0,0.0,0.0,#C06216,#8E3F0B,#D8853B
eyez,traits/eyez/Blue.png,RGBA,1393,1393,0.0067,23.43,46.15,0.4653,-40.8,12.71,15.14,0.6952,0.2105,0.0,0.0,0.0,#020304,#0417A3,#162635
eyez,traits/eyez/Cerise.png,RGBA,1393,1393,0.0067,34.19,51.95,0.431,6.92,35.43,18.36,0.6911,0.0,0.0,0.1806,0.0,#020405,#E819A5,#243749
eyez,traits/eyez/layer-Eyes_Cyan (1).png,RGBA,1393,1393,0.0069,54.19,79.4,0.4645,-58.25,-25.1,27.85,0.6899,0.0,0.0,0.0,0.1593,#010404,#01E7F6,#1C5255
eyez,traits/eyez/layer-Eyes_Googly (1).png,RGBA,1393,1393,0.0063,137.53,119.75,0.0211,-0.06,-0.06,29.79,0.4194,0.0,0.0,0.0,0.0,#FDFEFE,#020202,#383838
eyez,traits/eyez/layer-Eyes_Side_Eye (1).png,RGBA,1393,1393,0.0064,133.3,117.02,0.072,0.33,0.15,30.55,0.4349,0.0,0.0,0.0,0.0,#FBFBFB,#050505,#C4C3C3
eyez,traits/eyez/layer-Sweetardio_nft (15).png,RGBA,1393,1393,0.0078,19.71,45.63,0.0773,0.3,0.02,12.11,0.9115,0.0,0.0,0.0,0.0,#030303,#1A1A19,#4A4A4A
eyez,traits/eyez/layer-Sweetardio_nft (9) (1).png,RGBA,1393,1393,0.0099,27.16,44.32,0.4913,-76.12,46.13,12.21,0.523,0.2452,0.0084,0.0005,0.0222,#010204,#0304CD,#E51FF7
eyez,traits/eyez/layer-art_mattrick_011.png,RGBA,1393,1393,0.0041,17.69,39.88,0.137,-0.17,-0.32,14.76,0.9099,0.0,0.0,0.0,0.0,#030403,#191A19,#4F504F
eyez,traits/eyez/layer-file_000000001e1c71fd9d410745ea63114e (1).png,RGBA,1393,1393,0.0078,96.07,59.47,0.5515,-76.53,-31.09,20.44,0.3378,0.0,0.0,0.0,0.1139,#15272C,#495D61,#01A0B1
eyez,traits/eyez/layer-file_0000000062b071f8b3d115704b04609c (1).png,RGBA,1393,1393,0.0054,136.24,120.59,0.0586,-0.47,-0.06,34.1,0.4407,0.0,0.0,0.0,0.0,#FDFDFD,#040404,#393A3A
eyez,traits/eyez/layer-file_00000000a21871f894573a9d4ee67519 (2).png,RGBA,1393,1393,0.0033,13.01,32.5,0.1698,-0.36,-0.22,12.34,0.9285,0.0,0.0,0.0,0.0,#030303,#202121,#484949
mouthz,traits/mouthz/Awkward_smile.png,RGBA,1393,1393,0.0014,114.29,111.85,0.2497,3.89,2.94,57.53,0.5134,0.0,0.0,0.0,0.0,#120A0B,#FCFDFD,#C0BEBF
mouthz,traits/mouthz/layer-Mouth_Diamond_Grill (1).png,RGBA,1393,1393,0.0016,150.92,76.77,0.0788,-6.12,0.48,43.8,0.2053,0.0,0.0,0.0,0.0,#BCC4CD,#EBEEF2,#24201F
mouthz,traits/mouthz/layer-Mouth_Fang (1).png,RGBA,1393,1393,0.001,12.97,48.29,0.0168,0.01,0.01,12.84,0.938,0.0,0.0,0.0,0.0,#010000,#0D0D0D,#F2F2F2
mouthz,traits/mouthz/layer-Mouth_Flat (1).png,RGBA,1393,1393,0.0001,22.18,22.11,0.0164,0.2,-0.01,13.28,0.8834,0.0,0.0,0.0,0.0,#030303,#141414,#262626
mouthz,traits/mouthz/layer-Mouth_Lollipop (1).png,RGBA,1393,1393,0.0004,62.74,56.74,0.1414,5.76,-1.43,37.82,0.594,0.0,0.0,0.0,0.0,#13120F,#2B2925,#4D4B45
mouthz,traits/mouthz/layer-Mouth_Smirk (1).png,RGBA,1393,1393,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#000000,#000000,#000000
mouthz,traits/mouthz/layer-Mouth_Smoke (1).png,RGBA,1393,1393,0.0021,120.47,58.47,0.139,13.06,-1.69,14.59,0.1881,0.0,0.0,0.0,0.0,#B3AC99,#29272A,#82796B
mouthz,traits/mouthz/layer-Mouth_Tasty-1.png,RGBA,1393,1393,0.0006,49.55,25.25,0.8136,61.1,144.43,13.44,0.2471,0.0,0.0,0.6374,0.0,#FD01A5,#070406,#7D1258
mouthz,traits/mouthz/layer-layer-layer-Mouth_Sad (1).png,RGBA,1393,1393,0.0003,12.98,2.27,0.042,-0.06,-0.11,2.59,1.0,0.0,0.0,0.0,0.0,#0F0F0F,#0E0E0E,#0D0D0C
saber_parts,traits/saber_parts/vader_hilt.png,RGBA,1393,1393,0.0405,99.22,66.5,0.1205,-6.81,-3.95,22.77,0.3026,0.0,0.0,0.0,0.05,#2A2725,#4E4C4A,#9A9797
secret_rarez,traits/secret_rarez/Secret_Bubble_Gum_Rules.png,RGBA,1393,1393,1.0,70.41,46.12,0.6624,16.73,37.85,9.96,0.2943,0.0001,0.0,0.0,0.0,#2D1542,#7F3E87,#BF7E37
secret_rarez,traits/secret_rarez/Secret_Cabaret_Cone.png,RGBA,1393,1393,1.0,64.14,59.79,0.2394,21.66,2.0,8.81,0.5226,0.0,0.0,0.0,0.0,#312923,#0D0B0A,#634B39
secret_rarez,traits/secret_rarez/Secret_Checkered_Oreo.png,RGBA,1393,1393,1.0,87.65,56.61,0.4044,-35.8,5.17,6.47,0.3069,0.0,0.0,0.0,0.0,#253559,#466082,#201C1F
secret_rarez,traits/secret_rarez/Secret_Churro_Cantina.png,RGBA,1393,1393,1.0,46.41,45.71,0.7692,56.52,5.35,8.82,0.4336,0.0,0.0,0.0002,0.0,#100803,#42200C,#763E19
secret_rarez,traits/secret_rarez/Secret_Cold_Served.png,RGBA,1393,1393,1.0,45.33,57.1,0.5252,30.94,2.82,9.16,0.6279,0.0,0.0,0.0,0.0,#0B0805,#372214,#764A2B
secret_rarez,traits/secret_rarez/Secret_Cookie_Bro.png,RGBA,1393,1393,1.0,104.29,69.5,0.3683,25.67,2.98,9.57,0.2308,0.0,0.0,0.0,0.0,#1D120C,#543B2B,#D2CBC6
secret_rarez,traits/secret_rarez/Secret_Cosmic_Melt.png,RGBA,1393,1393,1.0,97.83,51.39,0.5603,-69.31,-7.38,4.59,0.1288,0.0,0.0,0.0,0.1215,#4A446C,#2E263D,#2DE1E5
secret_rarez,traits/secret_rarez/Secret_Devastator_Cookie.png,RGBA,1393,1393,1.0,79.77,61.0,0.2112,12.52,0.38,8.48,0.4261,0.0,0.0,0.0003,0.0,#1A1A1A,#3A352F,#635A50
secret_rarez,traits/secret_rarez/Secret_Frosted_Crate.png,RGBA,1393,1393,1.0,101.06,51.56,0.4094,21.13,-3.29,4.43,0.1115,0.0,0.0,0.0,0.0006,#423224,#826C57,#5BA5B5
secret_rarez,traits/secret_rarez/Secret_Golden_Waffle.png,RGBA,1393,1393,0.8114,39.02,66.63,0.3802,42.51,-5.4,5.66,0.7008,0.0,0.0,0.0,0.001,#000000,#B46E07,#E4A627
secret_rarez,traits/secret_rarez/Secret_Graveyard_Scoop.png,RGBA,1393,1393,1.0,96.64,52.38,0.3716,33.73,-9.21,6.35,0.1254,0.0001,0.0,0.0008,0.0007,#545551,#30301E,#6A5B23
secret_rarez,traits/secret_rarez/Secret_Grinning_Oreo.png,RGBA,1393,1393,1.0,102.41,49.84,0.2707,11.95,-1.02,7.6,0.1226,0.0,0.0,0.0,0.0,#7F8380,#4B5356,#2F1F16
secret_rarez,traits/secret_rarez/Secret_High_Voltage.png,RGBA,1393,1393,1.0,86.58,73.79,0.7717,-79.29,-19.46,7.59,0.4145,0.0007,0.0,0.0,0.0789,#020F1A,#0B577C,#1BB5DD
secret_rarez,traits/secret_rarez/Secret_Hooded_Scoop.png,RGBA,1393,1393,0.7018,40.46,66.38,0.3037,26.54,2.63,6.43,0.6584,0.0,0.0,0.0,0.0,#020101,#4C260B,#CA9476
secret_rarez,traits/secret_rarez/Secret_Jackpot_Waffle.png,RGBA,1393,1393,1.0,72.17,47.06,0.5016,0.36,0.82,6.05,0.3972,0.0,0.0,0.0003,0.0031,#192130,#364151,#834F1D
secret_rarez,traits/secret_rarez/Secret_Last_Bite.png,RGBA,1393,1393,1.0,11.95,35.96,0.1874,3.21,0.62,3.42,0.9174,0.0,0.0,0.0,0.0,#010100,#221916,#4D3D34
secret_rarez,traits/secret_rarez/Secret_Liberty_Churro.png,RGBA,1393,1393,1.0,115.55,56.91,0.2983,38.36,3.01,9.51,0.1103,0.0007,0.0,0.0,0.0,#37241E,#5E5652,#A1968B
secret_rarez,traits/secret_rarez/Secret_Marshmallow_Blaze.png,RGBA,1393,1393,1.0,87.85,50.11,0.4361,57.27,7.53,5.61,0.1812,0.0,0.0,0.0004,0.0,#6B554C,#34221B,#A54C28
secret_rarez,traits/secret_rarez/Secret_Milk_Dunk.png,RGBA,1393,1393,1.0,107.04,97.42,0.1142,10.88,-0.15,5.83,0.4455,0.0,0.0,0.0,0.0,#030302,#DFD9D1,#C0B4A7
secret_rarez,traits/secret_rarez/Secret_Off_The_Line.png,RGBA,1393,1393,1.0,98.45,54.55,0.6097,69.78,2.17,10.23,0.1908,0.0031,0.0,0.0,0.0,#2A2125,#8A6B54,#E18C21
secret_rarez,traits/secret_rarez/Secret_Smokey_Marshmallow.png,RGBA,1393,1393,1.0,92.55,65.92,0.3318,-8.33,4.08,6.2,0.3764,0.0,0.0,0.0,0.0,#141A2D,#87898E,#555863
secret_rarez,traits/secret_rarez/Secret_Stadium_Marshmallow.png,RGBA,1393,1393,1.0,94.68,64.27,0.4145,43.12,3.5,4.39,0.2988,0.0,0.0,0.0,0.0,#1B1718,#523B2F,#956A4D
secret_rarez,traits/secret_rarez/Secret_Twinkie_Cash.png,RGBA,1393,1393,1.0,108.77,47.96,0.2771,25.9,-2.46,7.48,0.1283,0.0,0.0,0.0,0.0,#807F78,#565551,#332B24
secret_rarez,traits/secret_rarez/Secret_Unicorn_Twinkie.png,RGBA,1393,1393,1.0,116.16,58.99,0.2444,32.88,0.86,3.92,0.0754,0.0,0.0,0.0,0.0,#433835,#70635D,#E5D9C7
secret_rarez,traits/secret_rarez/Secret_Waffle_Loops.png,RGBA,1393,1393,1.0,112.74,47.62,0.4815,7.64,3.63,8.8,0.062,0.0,0.0,0.0,0.0,#54637F,#35394C,#948D9B
