asset,lighting_score,status
Shiba_Overlay.png,75,RELIGHT
Shiba_Overlay_Left.png,75,RELIGHT
Bunny_Slippers_Overlay.png,50,REWORK
Monster_Overlay.png,50,REWORK
Shiba_Base.png,75,RELIGHT
Gorbhouse_Overlay.png,50,REWORK
Shiba_Overlay_Right.png,50,REWORK
Monster_Base.png,50,REWORK
Gorbhouse_Base.png,75,RELIGHT
Pepe_Base.png,75,RELIGHT
Bunny_Slippers_Base.png,50,REWORK
Pepe_Overlay.png,75,RELIGHT
