asset,lighting_score,status
composite-export (36).png,25,REWORK
layer-layer-6-7.png,75,LIKELY_PASS
Lightsaber_1.png,25,REWORK
layer-layer-layer-Military_Brat.png,0,REWORK
layer-layer-layer-AR47.png,25,REWORK
stick_up.png,0,REWORK
dual_wield.png,25,REWORK
layer-layer-layer-AK15.png,0,REWORK
layer-layer-layer-Nerf_Blaster.png,25,REWORK
light_saber_cyan.png,25,REWORK
lightsaber_violet.png,25,REWORK
Sweetardio_112 (16).png,0,REWORK
layer-layer-layer-Shy-1.png,0,REWORK
