asset,lighting_score,status
Shiba_Base.png,75,LIKELY_PASS
Monster_Base.png,50,MANUAL_REVIEW
Gorbhouse_Base.png,75,LIKELY_PASS
Pepe_Base.png,50,MANUAL_REVIEW
Bunny_Slippers_Base.png,75,LIKELY_PASS
